C:\SelfDrive\Simulator\TrainingData\IMG\center_2022_04_28_21_44_39_791.jpg, C:\SelfDrive\Simulator\TrainingData\IMG\left_2022_04_28_21_44_39_791.jpg, C:\SelfDrive\Simulator\TrainingData\IMG\right_2022_04_28_21_44_39_791.jpg, 0, 0, 0, 7.800743E-05
C:\SelfDrive\Simulator\TrainingData\IMG\center_2022_04_28_21_44_39_918.jpg, C:\SelfDrive\Simulator\TrainingData\IMG\left_2022_04_28_21_44_39_918.jpg, C:\SelfDrive\Simulator\TrainingData\IMG\right_2022_04_28_21_44_39_918.jpg, 0, 0.3692535, 0, 0.539795
C:\SelfDrive\Simulator\TrainingData\IMG\center_2022_04_28_21_44_40_035.jpg, C:\SelfDrive\Simulator\TrainingData\IMG\left_2022_04_28_21_44_40_035.jpg, C:\SelfDrive\Simulator\TrainingData\IMG\right_2022_04_28_21_44_40_035.jpg, 0, 0.7140339, 0, 1.204714
C:\SelfDrive\Simulator\TrainingData\IMG\center_2022_04_28_21_44_40_171.jpg, C:\SelfDrive\Simulator\TrainingData\IMG\left_2022_04_28_21_44_40_171.jpg, C:\SelfDrive\Simulator\TrainingData\IMG\right_2022_04_28_21_44_40_171.jpg, 0, 0.3026889, 0, 1.678101
C:\SelfDrive\Simulator\TrainingData\IMG\center_2022_04_28_21_44_40_276.jpg, C:\SelfDrive\Simulator\TrainingData\IMG\left_2022_04_28_21_44_40_276.jpg, C:\SelfDrive\Simulator\TrainingData\IMG\right_2022_04_28_21_44_40_276.jpg, 0, 0, 0, 1.794757
C:\SelfDrive\Simulator\TrainingData\IMG\center_2022_04_28_21_44_40_418.jpg, C:\SelfDrive\Simulator\TrainingData\IMG\left_2022_04_28_21_44_40_418.jpg, C:\SelfDrive\Simulator\TrainingData\IMG\right_2022_04_28_21_44_40_418.jpg, 0, 0, 0, 1.769741
C:\SelfDrive\Simulator\TrainingData\IMG\center_2022_04_28_21_44_40_540.jpg, C:\SelfDrive\Simulator\TrainingData\IMG\left_2022_04_28_21_44_40_540.jpg, C:\SelfDrive\Simulator\TrainingData\IMG\right_2022_04_28_21_44_40_540.jpg, -0.3676155, 0, 0, 1.738375
C:\SelfDrive\Simulator\TrainingData\IMG\center_2022_04_28_21_44_40_662.jpg, C:\SelfDrive\Simulator\TrainingData\IMG\left_2022_04_28_21_44_40_662.jpg, C:\SelfDrive\Simulator\TrainingData\IMG\right_2022_04_28_21_44_40_662.jpg, -0.7334203, 0, 0, 1.683338
C:\SelfDrive\Simulator\TrainingData\IMG\center_2022_04_28_21_44_40_774.jpg, C:\SelfDrive\Simulator\TrainingData\IMG\left_2022_04_28_21_44_40_774.jpg, C:\SelfDrive\Simulator\TrainingData\IMG\right_2022_04_28_21_44_40_774.jpg, -0.3951363, 0, 0, 1.670264
C:\SelfDrive\Simulator\TrainingData\IMG\center_2022_04_28_21_44_40_915.jpg, C:\SelfDrive\Simulator\TrainingData\IMG\left_2022_04_28_21_44_40_915.jpg, C:\SelfDrive\Simulator\TrainingData\IMG\right_2022_04_28_21_44_40_915.jpg, 0, 0, 0, 1.637973
C:\SelfDrive\Simulator\TrainingData\IMG\center_2022_04_28_21_44_41_024.jpg, C:\SelfDrive\Simulator\TrainingData\IMG\left_2022_04_28_21_44_41_024.jpg, C:\SelfDrive\Simulator\TrainingData\IMG\right_2022_04_28_21_44_41_024.jpg, 0, 0, 0, 1.621546
C:\SelfDrive\Simulator\TrainingData\IMG\center_2022_04_28_21_44_41_162.jpg, C:\SelfDrive\Simulator\TrainingData\IMG\left_2022_04_28_21_44_41_162.jpg, C:\SelfDrive\Simulator\TrainingData\IMG\right_2022_04_28_21_44_41_162.jpg, 0, 0, 0, 1.598824
C:\SelfDrive\Simulator\TrainingData\IMG\center_2022_04_28_21_44_41_270.jpg, C:\SelfDrive\Simulator\TrainingData\IMG\left_2022_04_28_21_44_41_270.jpg, C:\SelfDrive\Simulator\TrainingData\IMG\right_2022_04_28_21_44_41_270.jpg, 0, 0, 0, 1.58279
C:\SelfDrive\Simulator\TrainingData\IMG\center_2022_04_28_21_44_41_409.jpg, C:\SelfDrive\Simulator\TrainingData\IMG\left_2022_04_28_21_44_41_409.jpg, C:\SelfDrive\Simulator\TrainingData\IMG\right_2022_04_28_21_44_41_409.jpg, -0.4152846, 0, 0, 1.540663
C:\SelfDrive\Simulator\TrainingData\IMG\center_2022_04_28_21_44_41_521.jpg, C:\SelfDrive\Simulator\TrainingData\IMG\left_2022_04_28_21_44_41_521.jpg, C:\SelfDrive\Simulator\TrainingData\IMG\right_2022_04_28_21_44_41_521.jpg, -0.7512581, 0, 0, 1.504613
C:\SelfDrive\Simulator\TrainingData\IMG\center_2022_04_28_21_44_41_657.jpg, C:\SelfDrive\Simulator\TrainingData\IMG\left_2022_04_28_21_44_41_657.jpg, C:\SelfDrive\Simulator\TrainingData\IMG\right_2022_04_28_21_44_41_657.jpg, -0.345791, 0, 0, 1.485743
C:\SelfDrive\Simulator\TrainingData\IMG\center_2022_04_28_21_44_41_764.jpg, C:\SelfDrive\Simulator\TrainingData\IMG\left_2022_04_28_21_44_41_764.jpg, C:\SelfDrive\Simulator\TrainingData\IMG\right_2022_04_28_21_44_41_764.jpg, -0.02048964, 0, 0, 1.471106
C:\SelfDrive\Simulator\TrainingData\IMG\center_2022_04_28_21_44_41_910.jpg, C:\SelfDrive\Simulator\TrainingData\IMG\left_2022_04_28_21_44_41_910.jpg, C:\SelfDrive\Simulator\TrainingData\IMG\right_2022_04_28_21_44_41_910.jpg, 0, 0.4215015, 0, 2.151366
C:\SelfDrive\Simulator\TrainingData\IMG\center_2022_04_28_21_44_42_015.jpg, C:\SelfDrive\Simulator\TrainingData\IMG\left_2022_04_28_21_44_42_015.jpg, C:\SelfDrive\Simulator\TrainingData\IMG\right_2022_04_28_21_44_42_015.jpg, 0, 0.7534866, 0, 3.0685
C:\SelfDrive\Simulator\TrainingData\IMG\center_2022_04_28_21_44_42_148.jpg, C:\SelfDrive\Simulator\TrainingData\IMG\left_2022_04_28_21_44_42_148.jpg, C:\SelfDrive\Simulator\TrainingData\IMG\right_2022_04_28_21_44_42_148.jpg, 0, 1, 0, 4.466938
C:\SelfDrive\Simulator\TrainingData\IMG\center_2022_04_28_21_44_42_259.jpg, C:\SelfDrive\Simulator\TrainingData\IMG\left_2022_04_28_21_44_42_259.jpg, C:\SelfDrive\Simulator\TrainingData\IMG\right_2022_04_28_21_44_42_259.jpg, 0, 1, 0, 5.85897
C:\SelfDrive\Simulator\TrainingData\IMG\center_2022_04_28_21_44_42_395.jpg, C:\SelfDrive\Simulator\TrainingData\IMG\left_2022_04_28_21_44_42_395.jpg, C:\SelfDrive\Simulator\TrainingData\IMG\right_2022_04_28_21_44_42_395.jpg, 0, 0.598621, 0, 6.810758
C:\SelfDrive\Simulator\TrainingData\IMG\center_2022_04_28_21_44_42_504.jpg, C:\SelfDrive\Simulator\TrainingData\IMG\left_2022_04_28_21_44_42_504.jpg, C:\SelfDrive\Simulator\TrainingData\IMG\right_2022_04_28_21_44_42_504.jpg, -0.3338043, 0.2648167, 0, 7.17853
C:\SelfDrive\Simulator\TrainingData\IMG\center_2022_04_28_21_44_42_637.jpg, C:\SelfDrive\Simulator\TrainingData\IMG\left_2022_04_28_21_44_42_637.jpg, C:\SelfDrive\Simulator\TrainingData\IMG\right_2022_04_28_21_44_42_637.jpg, 0, 0, 0, 7.085013
C:\SelfDrive\Simulator\TrainingData\IMG\center_2022_04_28_21_44_42_744.jpg, C:\SelfDrive\Simulator\TrainingData\IMG\left_2022_04_28_21_44_42_744.jpg, C:\SelfDrive\Simulator\TrainingData\IMG\right_2022_04_28_21_44_42_744.jpg, 0, 0, 0, 7.013845
C:\SelfDrive\Simulator\TrainingData\IMG\center_2022_04_28_21_44_42_885.jpg, C:\SelfDrive\Simulator\TrainingData\IMG\left_2022_04_28_21_44_42_885.jpg, C:\SelfDrive\Simulator\TrainingData\IMG\right_2022_04_28_21_44_42_885.jpg, 0, 0, 0, 6.915504
C:\SelfDrive\Simulator\TrainingData\IMG\center_2022_04_28_21_44_42_994.jpg, C:\SelfDrive\Simulator\TrainingData\IMG\left_2022_04_28_21_44_42_994.jpg, C:\SelfDrive\Simulator\TrainingData\IMG\right_2022_04_28_21_44_42_994.jpg, 0, 0, 0, 6.832507
C:\SelfDrive\Simulator\TrainingData\IMG\center_2022_04_28_21_44_43_133.jpg, C:\SelfDrive\Simulator\TrainingData\IMG\left_2022_04_28_21_44_43_133.jpg, C:\SelfDrive\Simulator\TrainingData\IMG\right_2022_04_28_21_44_43_133.jpg, 0, 0.4147887, 0, 7.415001
C:\SelfDrive\Simulator\TrainingData\IMG\center_2022_04_28_21_44_43_243.jpg, C:\SelfDrive\Simulator\TrainingData\IMG\left_2022_04_28_21_44_43_243.jpg, C:\SelfDrive\Simulator\TrainingData\IMG\right_2022_04_28_21_44_43_243.jpg, -0.332436, 0.5263556, 0, 8.008244
C:\SelfDrive\Simulator\TrainingData\IMG\center_2022_04_28_21_44_43_385.jpg, C:\SelfDrive\Simulator\TrainingData\IMG\left_2022_04_28_21_44_43_385.jpg, C:\SelfDrive\Simulator\TrainingData\IMG\right_2022_04_28_21_44_43_385.jpg, -0.7559316, 0.10286, 0, 7.887368
C:\SelfDrive\Simulator\TrainingData\IMG\center_2022_04_28_21_44_43_497.jpg, C:\SelfDrive\Simulator\TrainingData\IMG\left_2022_04_28_21_44_43_497.jpg, C:\SelfDrive\Simulator\TrainingData\IMG\right_2022_04_28_21_44_43_497.jpg, -0.4166739, 0, 0, 7.825377
C:\SelfDrive\Simulator\TrainingData\IMG\center_2022_04_28_21_44_43_638.jpg, C:\SelfDrive\Simulator\TrainingData\IMG\left_2022_04_28_21_44_43_638.jpg, C:\SelfDrive\Simulator\TrainingData\IMG\right_2022_04_28_21_44_43_638.jpg, -0.836982, 0, 0, 7.588532
C:\SelfDrive\Simulator\TrainingData\IMG\center_2022_04_28_21_44_43_739.jpg, C:\SelfDrive\Simulator\TrainingData\IMG\left_2022_04_28_21_44_43_739.jpg, C:\SelfDrive\Simulator\TrainingData\IMG\right_2022_04_28_21_44_43_739.jpg, -0.5292792, 0, 0, 7.538559
C:\SelfDrive\Simulator\TrainingData\IMG\center_2022_04_28_21_44_43_845.jpg, C:\SelfDrive\Simulator\TrainingData\IMG\left_2022_04_28_21_44_43_845.jpg, C:\SelfDrive\Simulator\TrainingData\IMG\right_2022_04_28_21_44_43_845.jpg, -0.2152077, 0, 0, 7.45517
C:\SelfDrive\Simulator\TrainingData\IMG\center_2022_04_28_21_44_43_955.jpg, C:\SelfDrive\Simulator\TrainingData\IMG\left_2022_04_28_21_44_43_955.jpg, C:\SelfDrive\Simulator\TrainingData\IMG\right_2022_04_28_21_44_43_955.jpg, 0, 0, 0, 7.354074
C:\SelfDrive\Simulator\TrainingData\IMG\center_2022_04_28_21_44_44_098.jpg, C:\SelfDrive\Simulator\TrainingData\IMG\left_2022_04_28_21_44_44_098.jpg, C:\SelfDrive\Simulator\TrainingData\IMG\right_2022_04_28_21_44_44_098.jpg, 0, 0.4280523, 0, 7.948928
C:\SelfDrive\Simulator\TrainingData\IMG\center_2022_04_28_21_44_44_208.jpg, C:\SelfDrive\Simulator\TrainingData\IMG\left_2022_04_28_21_44_44_208.jpg, C:\SelfDrive\Simulator\TrainingData\IMG\right_2022_04_28_21_44_44_208.jpg, 0, 0.757722, 0, 8.628445
C:\SelfDrive\Simulator\TrainingData\IMG\center_2022_04_28_21_44_44_344.jpg, C:\SelfDrive\Simulator\TrainingData\IMG\left_2022_04_28_21_44_44_344.jpg, C:\SelfDrive\Simulator\TrainingData\IMG\right_2022_04_28_21_44_44_344.jpg, 0, 1, 0, 10.17628
C:\SelfDrive\Simulator\TrainingData\IMG\center_2022_04_28_21_44_44_453.jpg, C:\SelfDrive\Simulator\TrainingData\IMG\left_2022_04_28_21_44_44_453.jpg, C:\SelfDrive\Simulator\TrainingData\IMG\right_2022_04_28_21_44_44_453.jpg, -0.066141, 0.8922874, 0, 11.5804
C:\SelfDrive\Simulator\TrainingData\IMG\center_2022_04_28_21_44_44_595.jpg, C:\SelfDrive\Simulator\TrainingData\IMG\left_2022_04_28_21_44_44_595.jpg, C:\SelfDrive\Simulator\TrainingData\IMG\right_2022_04_28_21_44_44_595.jpg, -0.4749912, 0.4834372, 0, 11.87453
C:\SelfDrive\Simulator\TrainingData\IMG\center_2022_04_28_21_44_44_698.jpg, C:\SelfDrive\Simulator\TrainingData\IMG\left_2022_04_28_21_44_44_698.jpg, C:\SelfDrive\Simulator\TrainingData\IMG\right_2022_04_28_21_44_44_698.jpg, -0.1473681, 0.1558141, 0, 12.2351
C:\SelfDrive\Simulator\TrainingData\IMG\center_2022_04_28_21_44_44_840.jpg, C:\SelfDrive\Simulator\TrainingData\IMG\left_2022_04_28_21_44_44_840.jpg, C:\SelfDrive\Simulator\TrainingData\IMG\right_2022_04_28_21_44_44_840.jpg, 0, 0, 0, 11.89587
C:\SelfDrive\Simulator\TrainingData\IMG\center_2022_04_28_21_44_44_947.jpg, C:\SelfDrive\Simulator\TrainingData\IMG\left_2022_04_28_21_44_44_947.jpg, C:\SelfDrive\Simulator\TrainingData\IMG\right_2022_04_28_21_44_44_947.jpg, 0, 0, 0, 11.86582
C:\SelfDrive\Simulator\TrainingData\IMG\center_2022_04_28_21_44_45_090.jpg, C:\SelfDrive\Simulator\TrainingData\IMG\left_2022_04_28_21_44_45_090.jpg, C:\SelfDrive\Simulator\TrainingData\IMG\right_2022_04_28_21_44_45_090.jpg, 0, 0, 0, 11.70909
C:\SelfDrive\Simulator\TrainingData\IMG\center_2022_04_28_21_44_45_190.jpg, C:\SelfDrive\Simulator\TrainingData\IMG\left_2022_04_28_21_44_45_190.jpg, C:\SelfDrive\Simulator\TrainingData\IMG\right_2022_04_28_21_44_45_190.jpg, 0, 0.2698506, 0, 11.79008
C:\SelfDrive\Simulator\TrainingData\IMG\center_2022_04_28_21_44_45_326.jpg, C:\SelfDrive\Simulator\TrainingData\IMG\left_2022_04_28_21_44_45_326.jpg, C:\SelfDrive\Simulator\TrainingData\IMG\right_2022_04_28_21_44_45_326.jpg, 0, 0.7185214, 0, 13.00699
C:\SelfDrive\Simulator\TrainingData\IMG\center_2022_04_28_21_44_45_439.jpg, C:\SelfDrive\Simulator\TrainingData\IMG\left_2022_04_28_21_44_45_439.jpg, C:\SelfDrive\Simulator\TrainingData\IMG\right_2022_04_28_21_44_45_439.jpg, -0.3528123, 0.365709, 0, 13.26009
C:\SelfDrive\Simulator\TrainingData\IMG\center_2022_04_28_21_44_45_568.jpg, C:\SelfDrive\Simulator\TrainingData\IMG\left_2022_04_28_21_44_45_568.jpg, C:\SelfDrive\Simulator\TrainingData\IMG\right_2022_04_28_21_44_45_568.jpg, 0, 0, 0, 13.16762
C:\SelfDrive\Simulator\TrainingData\IMG\center_2022_04_28_21_44_45_669.jpg, C:\SelfDrive\Simulator\TrainingData\IMG\left_2022_04_28_21_44_45_669.jpg, C:\SelfDrive\Simulator\TrainingData\IMG\right_2022_04_28_21_44_45_669.jpg, 0, 0, 0, 13.08474
C:\SelfDrive\Simulator\TrainingData\IMG\center_2022_04_28_21_44_45_807.jpg, C:\SelfDrive\Simulator\TrainingData\IMG\left_2022_04_28_21_44_45_807.jpg, C:\SelfDrive\Simulator\TrainingData\IMG\right_2022_04_28_21_44_45_807.jpg, 0, 0, 0, 12.84934
C:\SelfDrive\Simulator\TrainingData\IMG\center_2022_04_28_21_44_45_916.jpg, C:\SelfDrive\Simulator\TrainingData\IMG\left_2022_04_28_21_44_45_916.jpg, C:\SelfDrive\Simulator\TrainingData\IMG\right_2022_04_28_21_44_45_916.jpg, 0, 0, 0, 12.69918
C:\SelfDrive\Simulator\TrainingData\IMG\center_2022_04_28_21_44_46_050.jpg, C:\SelfDrive\Simulator\TrainingData\IMG\left_2022_04_28_21_44_46_050.jpg, C:\SelfDrive\Simulator\TrainingData\IMG\right_2022_04_28_21_44_46_050.jpg, -0.4026582, 0, 0, 12.47032
C:\SelfDrive\Simulator\TrainingData\IMG\center_2022_04_28_21_44_46_164.jpg, C:\SelfDrive\Simulator\TrainingData\IMG\left_2022_04_28_21_44_46_164.jpg, C:\SelfDrive\Simulator\TrainingData\IMG\right_2022_04_28_21_44_46_164.jpg, -0.07377268, 0, 0, 12.42913
C:\SelfDrive\Simulator\TrainingData\IMG\center_2022_04_28_21_44_46_291.jpg, C:\SelfDrive\Simulator\TrainingData\IMG\left_2022_04_28_21_44_46_291.jpg, C:\SelfDrive\Simulator\TrainingData\IMG\right_2022_04_28_21_44_46_291.jpg, 0, 0, 0, 12.28503
C:\SelfDrive\Simulator\TrainingData\IMG\center_2022_04_28_21_44_46_397.jpg, C:\SelfDrive\Simulator\TrainingData\IMG\left_2022_04_28_21_44_46_397.jpg, C:\SelfDrive\Simulator\TrainingData\IMG\right_2022_04_28_21_44_46_397.jpg, -0.3238158, 0, 0, 12.02142
C:\SelfDrive\Simulator\TrainingData\IMG\center_2022_04_28_21_44_46_532.jpg, C:\SelfDrive\Simulator\TrainingData\IMG\left_2022_04_28_21_44_46_532.jpg, C:\SelfDrive\Simulator\TrainingData\IMG\right_2022_04_28_21_44_46_532.jpg, 0, 0, 0, 12.05113
C:\SelfDrive\Simulator\TrainingData\IMG\center_2022_04_28_21_44_46_643.jpg, C:\SelfDrive\Simulator\TrainingData\IMG\left_2022_04_28_21_44_46_643.jpg, C:\SelfDrive\Simulator\TrainingData\IMG\right_2022_04_28_21_44_46_643.jpg, 0, 0, 0, 11.80497
C:\SelfDrive\Simulator\TrainingData\IMG\center_2022_04_28_21_44_46_779.jpg, C:\SelfDrive\Simulator\TrainingData\IMG\left_2022_04_28_21_44_46_779.jpg, C:\SelfDrive\Simulator\TrainingData\IMG\right_2022_04_28_21_44_46_779.jpg, -0.3998646, 0, 0, 11.46337
C:\SelfDrive\Simulator\TrainingData\IMG\center_2022_04_28_21_44_46_882.jpg, C:\SelfDrive\Simulator\TrainingData\IMG\left_2022_04_28_21_44_46_882.jpg, C:\SelfDrive\Simulator\TrainingData\IMG\right_2022_04_28_21_44_46_882.jpg, -0.7246059, 0, 0, 11.18751
C:\SelfDrive\Simulator\TrainingData\IMG\center_2022_04_28_21_44_47_020.jpg, C:\SelfDrive\Simulator\TrainingData\IMG\left_2022_04_28_21_44_47_020.jpg, C:\SelfDrive\Simulator\TrainingData\IMG\right_2022_04_28_21_44_47_020.jpg, -0.3123288, 0, 0, 11.04924
C:\SelfDrive\Simulator\TrainingData\IMG\center_2022_04_28_21_44_47_136.jpg, C:\SelfDrive\Simulator\TrainingData\IMG\left_2022_04_28_21_44_47_136.jpg, C:\SelfDrive\Simulator\TrainingData\IMG\right_2022_04_28_21_44_47_136.jpg, 0, 0, 0, 10.90808
C:\SelfDrive\Simulator\TrainingData\IMG\center_2022_04_28_21_44_47_266.jpg, C:\SelfDrive\Simulator\TrainingData\IMG\left_2022_04_28_21_44_47_266.jpg, C:\SelfDrive\Simulator\TrainingData\IMG\right_2022_04_28_21_44_47_266.jpg, -0.386691, 0, 0, 10.71155
C:\SelfDrive\Simulator\TrainingData\IMG\center_2022_04_28_21_44_47_377.jpg, C:\SelfDrive\Simulator\TrainingData\IMG\left_2022_04_28_21_44_47_377.jpg, C:\SelfDrive\Simulator\TrainingData\IMG\right_2022_04_28_21_44_47_377.jpg, -0.05123068, 0, 0, 10.58659
C:\SelfDrive\Simulator\TrainingData\IMG\center_2022_04_28_21_44_47_509.jpg, C:\SelfDrive\Simulator\TrainingData\IMG\left_2022_04_28_21_44_47_509.jpg, C:\SelfDrive\Simulator\TrainingData\IMG\right_2022_04_28_21_44_47_509.jpg, 0, 0.3956733, 0, 10.9935
C:\SelfDrive\Simulator\TrainingData\IMG\center_2022_04_28_21_44_47_609.jpg, C:\SelfDrive\Simulator\TrainingData\IMG\left_2022_04_28_21_44_47_609.jpg, C:\SelfDrive\Simulator\TrainingData\IMG\right_2022_04_28_21_44_47_609.jpg, 0, 0.6970938, 0, 11.77509
C:\SelfDrive\Simulator\TrainingData\IMG\center_2022_04_28_21_44_47_727.jpg, C:\SelfDrive\Simulator\TrainingData\IMG\left_2022_04_28_21_44_47_727.jpg, C:\SelfDrive\Simulator\TrainingData\IMG\right_2022_04_28_21_44_47_727.jpg, 0, 0.3535197, 0, 12.08168
C:\SelfDrive\Simulator\TrainingData\IMG\center_2022_04_28_21_44_47_834.jpg, C:\SelfDrive\Simulator\TrainingData\IMG\left_2022_04_28_21_44_47_834.jpg, C:\SelfDrive\Simulator\TrainingData\IMG\right_2022_04_28_21_44_47_834.jpg, -0.3198693, 0.03365041, 0, 11.93492
C:\SelfDrive\Simulator\TrainingData\IMG\center_2022_04_28_21_44_47_945.jpg, C:\SelfDrive\Simulator\TrainingData\IMG\left_2022_04_28_21_44_47_945.jpg, C:\SelfDrive\Simulator\TrainingData\IMG\right_2022_04_28_21_44_47_945.jpg, 0, 0, 0, 11.78613
C:\SelfDrive\Simulator\TrainingData\IMG\center_2022_04_28_21_44_48_059.jpg, C:\SelfDrive\Simulator\TrainingData\IMG\left_2022_04_28_21_44_48_059.jpg, C:\SelfDrive\Simulator\TrainingData\IMG\right_2022_04_28_21_44_48_059.jpg, 0, 0, 0, 11.6406
C:\SelfDrive\Simulator\TrainingData\IMG\center_2022_04_28_21_44_48_156.jpg, C:\SelfDrive\Simulator\TrainingData\IMG\left_2022_04_28_21_44_48_156.jpg, C:\SelfDrive\Simulator\TrainingData\IMG\right_2022_04_28_21_44_48_156.jpg, 0, 0.3069522, 0, 11.78463
C:\SelfDrive\Simulator\TrainingData\IMG\center_2022_04_28_21_44_48_273.jpg, C:\SelfDrive\Simulator\TrainingData\IMG\left_2022_04_28_21_44_48_273.jpg, C:\SelfDrive\Simulator\TrainingData\IMG\right_2022_04_28_21_44_48_273.jpg, 0, 0.6556215, 0, 12.37805
C:\SelfDrive\Simulator\TrainingData\IMG\center_2022_04_28_21_44_48_375.jpg, C:\SelfDrive\Simulator\TrainingData\IMG\left_2022_04_28_21_44_48_375.jpg, C:\SelfDrive\Simulator\TrainingData\IMG\right_2022_04_28_21_44_48_375.jpg, 0, 0.3500997, 0, 13.09201
C:\SelfDrive\Simulator\TrainingData\IMG\center_2022_04_28_21_44_48_486.jpg, C:\SelfDrive\Simulator\TrainingData\IMG\left_2022_04_28_21_44_48_486.jpg, C:\SelfDrive\Simulator\TrainingData\IMG\right_2022_04_28_21_44_48_486.jpg, -0.313695, 0.03640468, 0, 12.50677
C:\SelfDrive\Simulator\TrainingData\IMG\center_2022_04_28_21_44_48_588.jpg, C:\SelfDrive\Simulator\TrainingData\IMG\left_2022_04_28_21_44_48_588.jpg, C:\SelfDrive\Simulator\TrainingData\IMG\right_2022_04_28_21_44_48_588.jpg, -0.637242, 0, 0, 12.79695
C:\SelfDrive\Simulator\TrainingData\IMG\center_2022_04_28_21_44_48_704.jpg, C:\SelfDrive\Simulator\TrainingData\IMG\left_2022_04_28_21_44_48_704.jpg, C:\SelfDrive\Simulator\TrainingData\IMG\right_2022_04_28_21_44_48_704.jpg, -0.3011562, 0, 0, 12.57784
C:\SelfDrive\Simulator\TrainingData\IMG\center_2022_04_28_21_44_48_819.jpg, C:\SelfDrive\Simulator\TrainingData\IMG\left_2022_04_28_21_44_48_819.jpg, C:\SelfDrive\Simulator\TrainingData\IMG\right_2022_04_28_21_44_48_819.jpg, -0.6450031, 0, 0, 12.44342
C:\SelfDrive\Simulator\TrainingData\IMG\center_2022_04_28_21_44_48_938.jpg, C:\SelfDrive\Simulator\TrainingData\IMG\left_2022_04_28_21_44_48_938.jpg, C:\SelfDrive\Simulator\TrainingData\IMG\right_2022_04_28_21_44_48_938.jpg, -0.2868552, 0, 0, 12.27223
C:\SelfDrive\Simulator\TrainingData\IMG\center_2022_04_28_21_44_49_075.jpg, C:\SelfDrive\Simulator\TrainingData\IMG\left_2022_04_28_21_44_49_075.jpg, C:\SelfDrive\Simulator\TrainingData\IMG\right_2022_04_28_21_44_49_075.jpg, 0, 0, 0, 12.08461
C:\SelfDrive\Simulator\TrainingData\IMG\center_2022_04_28_21_44_49_181.jpg, C:\SelfDrive\Simulator\TrainingData\IMG\left_2022_04_28_21_44_49_181.jpg, C:\SelfDrive\Simulator\TrainingData\IMG\right_2022_04_28_21_44_49_181.jpg, 0, 0.1277349, 0, 11.92615
